order_id,order_date,order_time,customer_id,menu_item_id,quantity,total_price,payment_method,order_type,item_name,category,price,cost,name,email,phone
824,5/24/2023,9:36 PM,50,2,2,30,Online,Delivery,Bruschetta,Appetizer,15,7,Debi Boulding,dboulding1d@wikispaces.com,848-897-9014
829,12/27/2023,2:09 AM,76,5,2,24,Online,Dine-in,Chicken Burger,Main Course,12,7,Shanon Arrington,sarrington23@addtoany.com,921-277-5012
840,10/1/2023,4:13 PM,5,4,4,60,Card,Takeaway,Margherita Pizza,Main Course,15,10,Steven Klosges,sklosges4@amazon.co.uk,378-930-8342
842,12/26/2024,9:38 PM,19,13,4,32,Online,Dine-in,Apple Smoothie,Beverage,8,4,Vidovik Khadir,vkhadiri@si.edu,563-462-1994
845,5/3/2024,12:09 PM,9,4,4,60,Card,Takeaway,Margherita Pizza,Main Course,15,10,Janot Kittle,jkittle8@slashdot.org,627-446-5586
846,11/18/2023,8:09 PM,75,9,3,21,Card,Takeaway,Chocolate Cake,Dessert,7,4,Freedman Guitonneau,fguitonneau22@patch.com,126-146-3322
852,9/8/2024,3:53 PM,60,13,5,40,Online,Takeaway,Apple Smoothie,Beverage,8,4,Martainn Latan,mlatan1n@scribd.com,769-466-0333
859,9/8/2024,9:50 AM,4,12,5,40,Card,Dine-in,Mango Smoothie,Beverage,8,4,Andra Boucher,aboucher3@skype.com,908-789-3689
863,1/22/2024,7:42 PM,73,6,5,80,Card,Takeaway,Grilled Salmon,Main Course,16,9,Timoteo Perrelli,tperrelli20@typepad.com,177-774-5741
867,3/21/2024,11:01 PM,29,7,1,20,Card,Takeaway,Spaghetti Carbonara,Main Course,20,14,Berny Smurfitt,bsmurfitts@ebay.co.uk,106-973-2757
876,12/22/2023,5:01 PM,84,13,5,40,Card,Delivery,Apple Smoothie,Beverage,8,4,Bryn Charlwood,bcharlwood2b@sakura.ne.jp,181-792-8292
880,3/25/2024,8:52 PM,53,14,3,18,Card,Dine-in,Banana Smoothie,Beverage,6,3,Howard Withrop,hwithrop1g@4shared.com,783-281-8942
883,10/2/2023,9:57 PM,27,12,5,40,Cash,Delivery,Mango Smoothie,Beverage,8,4,Lacy Ettridge,lettridgeq@java.com,492-624-0297
884,12/22/2023,6:47 AM,57,15,2,20,Online,Delivery,Chocolate Milkshake,Beverage,10,6,Olivie Saunper,osaunper1k@surveymonkey.com,583-463-4116
886,7/17/2024,5:30 PM,93,3,5,35,Card,Delivery,Spring Rolls,Appetizer,7,4,Zora Hanburry,zhanburry2k@msu.edu,999-615-4136
892,10/25/2024,11:52 PM,2,8,3,45,Cash,Dine-in,Vegetable Stir Fry,Main Course,15,8,Hinda Dibling,hdibling1@prlog.org,622-873-6297
899,7/7/2023,8:58 PM,11,6,5,80,Online,Dine-in,Grilled Salmon,Main Course,16,9,Betty Barford,bbarforda@biglobe.ne.jp,961-278-9663
905,12/22/2024,9:26 PM,10,4,1,15,Online,Delivery,Margherita Pizza,Main Course,15,10,Brittan Foston,bfoston9@soundcloud.com,123-471-6364
913,1/27/2024,6:48 AM,42,13,5,40,Card,Takeaway,Apple Smoothie,Beverage,8,4,Giffie Di Boldi,gdi15@furl.net,829-343-2360
921,9/30/2023,1:38 AM,7,13,2,16,Card,Dine-in,Apple Smoothie,Beverage,8,4,Jennie Hannigane,jhannigane6@godaddy.com,517-761-8565
932,7/15/2024,1:25 PM,44,2,3,45,Online,Delivery,Bruschetta,Appetizer,15,7,Sarita Bockh,sbockh17@feedburner.com,670-491-3908
933,1/21/2024,10:02 PM,37,9,1,7,Cash,Takeaway,Chocolate Cake,Dessert,7,4,Trevar Cobby,tcobby10@examiner.com,160-918-7308
934,5/30/2023,7:17 PM,34,9,1,7,Card,Delivery,Chocolate Cake,Dessert,7,4,Dwight Dickons,ddickonsx@aboutads.info,493-181-0807
947,1/22/2024,9:52 AM,87,1,5,50,Cash,Delivery,Garlic Bread,Appetizer,10,6,Brianne Moehle,bmoehle2e@livejournal.com,835-372-2206
948,11/16/2023,12:44 PM,13,12,3,24,Card,Delivery,Mango Smoothie,Beverage,8,4,Riley Kebbell,rkebbellc@umn.edu,903-382-8460
952,9/11/2024,6:39 PM,73,2,1,15,Cash,Takeaway,Bruschetta,Appetizer,15,7,Timoteo Perrelli,tperrelli20@typepad.com,177-774-5741
957,3/22/2024,11:48 AM,15,13,2,16,Online,Takeaway,Apple Smoothie,Beverage,8,4,Beret Wotherspoon,bwotherspoone@xing.com,218-248-2040
967,5/5/2024,5:21 AM,57,2,1,15,Card,Takeaway,Bruschetta,Appetizer,15,7,Olivie Saunper,osaunper1k@surveymonkey.com,583-463-4116
978,5/25/2023,12:54 AM,28,14,2,12,Online,Takeaway,Banana Smoothie,Beverage,6,3,Moore Stutter,mstutterr@w3.org,972-346-7038
985,9/29/2023,2:03 AM,39,2,1,15,Card,Dine-in,Bruschetta,Appetizer,15,7,Gale Gisburne,ggisburne12@dion.ne.jp,513-438-1347
992,10/4/2023,4:07 AM,81,13,4,32,Online,Delivery,Apple Smoothie,Beverage,8,4,Dahlia Keyser,dkeyser28@edublogs.org,386-739-5165
998,7/19/2024,2:56 AM,58,11,4,40,Cash,Delivery,Tiramisu,Dessert,10,6,Leshia Bankhurst,lbankhurst1l@squarespace.com,686-896-5224
1000,9/28/2023,8:18 AM,90,1,3,30,Cash,Delivery,Garlic Bread,Appetizer,10,6,Priscilla Dundredge,pdundredge2h@hc360.com,465-435-0228
1005,2/21/2023,4:39 AM,99,13,4,32,Online,Delivery,Apple Smoothie,Beverage,8,4,Carlin Dearlove,cdearlove2q@yellowbook.com,479-399-2856
1023,10/26/2024,2:42 AM,55,4,5,75,Cash,Delivery,Margherita Pizza,Main Course,15,10,Aurora Trulocke,atrulocke1i@sbwire.com,767-365-6918
1029,9/6/2024,10:20 AM,37,4,3,45,Card,Dine-in,Margherita Pizza,Main Course,15,10,Trevar Cobby,tcobby10@examiner.com,160-918-7308
1030,1/21/2023,2:46 PM,14,12,3,24,Cash,Dine-in,Mango Smoothie,Beverage,8,4,Madelyn McOnie,mmconied@whitehouse.gov,561-238-7281
1040,7/16/2024,4:32 AM,96,15,2,20,Cash,Delivery,Chocolate Milkshake,Beverage,10,6,Andrej McGinty,amcginty2n@blogger.com,942-430-2232
1044,10/2/2023,8:29 PM,60,11,1,10,Cash,Dine-in,Tiramisu,Dessert,10,6,Martainn Latan,mlatan1n@scribd.com,769-466-0333
1045,5/4/2024,11:28 PM,79,7,3,60,Online,Dine-in,Spaghetti Carbonara,Main Course,20,14,Lennie Follin,lfollin26@w3.org,647-206-4256
1047,12/21/2024,8:17 PM,43,10,2,16,Online,Dine-in,Cheesecake,Dessert,8,4,Netti Kerwood,nkerwood16@instagram.com,695-359-4275
1050,3/21/2024,9:36 PM,17,5,4,48,Cash,Dine-in,Chicken Burger,Main Course,12,7,Hurleigh Radnedge,hradnedgeg@myspace.com,536-375-7518
1053,1/24/2023,10:36 AM,100,2,4,60,Cash,Takeaway,Bruschetta,Appetizer,15,7,Orly Engelmann,oengelmann2r@xinhuanet.com,538-703-9672
1054,7/19/2024,11:20 PM,64,11,4,40,Online,Delivery,Tiramisu,Dessert,10,6,Karena Cawthery,kcawthery1r@stanford.edu,191-680-7120
1066,10/2/2023,12:27 AM,77,12,4,32,Online,Takeaway,Mango Smoothie,Beverage,8,4,Chrotoem Dominici,cdominici24@pbs.org,262-551-2069
1115,9/29/2023,12:00 PM,5,7,5,100,Online,Dine-in,Spaghetti Carbonara,Main Course,20,14,Steven Klosges,sklosges4@amazon.co.uk,378-930-8342
1123,5/5/2024,1:37 PM,37,13,3,24,Online,Takeaway,Apple Smoothie,Beverage,8,4,Trevar Cobby,tcobby10@examiner.com,160-918-7308
1127,7/7/2023,1:09 PM,57,15,2,20,Online,Delivery,Chocolate Milkshake,Beverage,10,6,Olivie Saunper,osaunper1k@surveymonkey.com,583-463-4116
1132,2/21/2023,6:07 AM,19,12,1,8,Online,Takeaway,Mango Smoothie,Beverage,8,4,Vidovik Khadir,vkhadiri@si.edu,563-462-1994
1145,5/3/2024,10:01 AM,61,10,5,40,Cash,Delivery,Cheesecake,Dessert,8,4,Karon Conibere,kconibere1o@mashable.com,964-921-6801
1147,5/3/2024,12:30 AM,82,4,4,60,Online,Dine-in,Margherita Pizza,Main Course,15,10,Iver Sherrett,isherrett29@studiopress.com,501-369-7913
1155,12/20/2024,4:10 PM,52,4,2,30,Cash,Takeaway,Margherita Pizza,Main Course,15,10,Ardyce Pomery,apomery1f@skyrock.com,425-901-0338
1156,7/13/2023,9:50 PM,46,11,1,10,Online,Delivery,Tiramisu,Dessert,10,6,Maribel Nicklin,mnicklin19@goo.gl,878-949-7968
1157,5/2/2024,12:30 PM,92,3,5,35,Online,Takeaway,Spring Rolls,Appetizer,7,4,Tresa Goare,tgoare2j@sciencedaily.com,378-545-5623
1158,2/27/2023,6:53 PM,72,11,4,40,Card,Takeaway,Tiramisu,Dessert,10,6,Joana Ollis,jollis1z@wufoo.com,239-427-4516
1161,7/14/2023,3:32 PM,80,15,4,40,Cash,Dine-in,Chocolate Milkshake,Beverage,10,6,Prinz Strapp,pstrapp27@sourceforge.net,502-659-4665
